record_id,protocol,fold,role,split_group,source_group,waterbody_group,sample_date
434c4eb6013ee711,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Mondsee,2015-08-03
f0ef732afc13cc54,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Brenet,2015-08-12
dfb93e473473a69a,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Bret,2015-08-25
386f7156c393db31,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Divonne,2015-08-14
b4fd16d85807d793,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Geneva_GE3,2015-08-10
bfce12a5def6c2ee,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Greifen,2015-08-20
3544b3a001fa3f2e,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Hallwil,2015-08-17
2bdafed09608089d,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Joux,2015-08-12
faf508dd86e81b45,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Lucerne,2015-08-27
96349ff735de95da,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Morat,2015-08-13
ddceba431a0ea6e0,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Ober,2015-08-18
a5b18d462546202f,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Pfaffikon,2015-08-20
9d1c44812f22880c,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Sempacher,2015-08-22
3c0c7fa10f517b3e,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Geneva_SHL2,2015-08-03
2c69d599178c5ef7,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Sopen,2015-08-04
a678d4421c444b33,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Zurich,2015-08-18
0db8295708be9ec6,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Akaki_Malounda,2015-06-24
478859efc3edde1f,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Asprokremmos Reservoir,2015-06-10
0382d4fde11e8bf4,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Kannaviou Reservoir,2015-06-09
d5455762d8283cb6,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Kouris Reservoir,2015-06-11
66859a183de212ce,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Polemidia,2015-06-17
b76e4878295d3cf5,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Boskovice,2015-07-13
2783ff5202a475c3,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Brnenska prehrada,2015-07-09
72e42d7b7e27dadf,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Hamry,2015-07-15
8f0e4cc6b7d576b4,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Letovice,2015-07-13
ff68371562831929,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Luhacovice,2015-07-09
4785a08b8020dd4c,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Matejovsky,2015-07-15
0fcd971414ee1f2f,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Mostiste,2015-07-20
764e4d713b6332ea,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Nesyt,2015-07-07
eb2126571bb495e7,source_ood,3,train,EMLS,EMLS,waterbody:EMLS:Nove Mlyny II,2015-07-07
